Order ID,Time Customer Ordered,Order Status,Food Sales
UE-000045,07/03/2025 01:22 PM,Completed,58.04
UE-000046,07/03/2025 06:54 PM,Completed,32.4
UE-000047,07/03/2025 11:15 AM,Completed,26.28
UE-000048,07/03/2025 08:05 PM,Completed,43.85
UE-000049,07/03/2025 06:44 PM,Completed,66.23
UE-000050,07/03/2025 07:24 PM,Completed,48.4
UE-000051,07/03/2025 01:22 PM,Completed,26.29
UE-000052,07/03/2025 12:04 PM,Completed,38.67
UE-000053,07/03/2025 06:49 PM,Completed,27.43
UE-000054,07/03/2025 07:19 PM,Completed,41.25
UE-000055,07/03/2025 11:58 AM,Completed,68.61
UE-000056,07/03/2025 07:58 PM,Completed,40.59
UE-000057,07/03/2025 06:07 PM,Completed,29.83
UE-000058,07/03/2025 07:05 PM,Completed,41.81
UE-000059,07/03/2025 08:44 PM,Completed,34.52
UE-000060,07/03/2025 06:30 PM,Completed,66.96
UE-000061,07/03/2025 08:39 PM,Completed,38.04
UE-000062,07/03/2025 07:50 PM,Completed,42.74
UE-000063,07/03/2025 09:06 PM,Completed,80.5
UE-000064,07/03/2025 08:25 PM,Completed,33.18
UE-000065,07/03/2025 12:28 PM,Completed,31.52
UE-000066,07/03/2025 01:20 PM,Completed,27.88
UE-000067,07/03/2025 06:31 PM,Completed,33.95
UE-000068,07/04/2025 08:16 PM,Completed,87.53
UE-000069,07/04/2025 07:27 PM,Completed,79.43
UE-000070,07/04/2025 11:28 AM,Completed,46.88
UE-000071,07/04/2025 01:35 PM,Completed,37.73
UE-000072,07/04/2025 12:09 PM,Completed,39.33
UE-000073,07/04/2025 11:17 AM,Completed,37.44
UE-000074,07/04/2025 11:25 AM,Completed,59.74
UE-000075,07/04/2025 01:35 PM,Completed,42.16
UE-000076,07/04/2025 08:32 PM,Completed,39.87
UE-000077,07/04/2025 06:02 PM,Completed,47.65
UE-000078,07/04/2025 05:55 PM,Completed,27.38
UE-000079,07/04/2025 11:31 AM,Completed,49.32
UE-000080,07/04/2025 08:48 PM,Completed,27.4
UE-000081,07/04/2025 07:54 PM,Completed,42.14
UE-000082,07/04/2025 12:49 PM,Completed,43.73
UE-000083,07/04/2025 06:32 PM,Completed,37.85
UE-000084,07/04/2025 01:03 PM,Completed,21.81
UE-000085,07/04/2025 01:08 PM,Completed,23.55
UE-000086,07/04/2025 05:26 PM,Completed,27.98
UE-000087,07/04/2025 09:22 PM,Completed,51.19
UE-000088,07/04/2025 05:27 PM,Completed,76.98
UE-000089,07/04/2025 08:32 PM,Completed,37.02
UE-000090,07/04/2025 01:10 PM,Completed,26.73
UE-000091,07/04/2025 08:44 PM,Completed,42.43
UE-000092,07/04/2025 12:37 PM,Completed,54.01
UE-000093,07/04/2025 12:43 PM,Completed,26.79
UE-000094,07/04/2025 06:26 PM,Completed,31.88
UE-000095,07/05/2025 12:46 PM,Completed,46.38
UE-000096,07/05/2025 06:28 PM,Completed,46.25
UE-000097,07/05/2025 07:27 PM,Completed,73.71
UE-000098,07/05/2025 09:50 PM,Completed,23.16
UE-000099,07/05/2025 07:07 PM,Completed,56.31
UE-000100,07/05/2025 07:43 PM,Completed,45.05
UE-000101,07/05/2025 01:20 PM,Completed,30.0
UE-000102,07/05/2025 12:57 PM,Completed,59.47
UE-000103,07/05/2025 05:08 PM,Completed,70.38
UE-000104,07/05/2025 09:21 PM,Completed,56.26
UE-000105,07/05/2025 09:46 PM,Completed,56.51
UE-000106,07/05/2025 12:16 PM,Completed,38.3
UE-000107,07/05/2025 06:51 PM,Completed,34.87
UE-000108,07/05/2025 06:43 PM,Completed,26.03
UE-000109,07/05/2025 06:49 PM,Completed,48.6
UE-000110,07/05/2025 07:32 PM,Completed,18.27
UE-000111,07/05/2025 01:06 PM,Completed,48.95
UE-000112,07/05/2025 09:01 PM,Completed,43.5
UE-000113,07/05/2025 08:39 PM,Completed,50.23
UE-000114,07/05/2025 12:51 PM,Completed,55.78
UE-000115,07/05/2025 07:46 PM,Completed,37.45
UE-000116,07/05/2025 11:49 AM,Completed,25.62
UE-000117,07/05/2025 08:36 PM,Completed,32.12
UE-000118,07/05/2025 08:07 PM,Completed,61.38
UE-000119,07/05/2025 11:46 AM,Completed,31.05
UE-000120,07/05/2025 06:32 PM,Completed,42.77
UE-000121,07/05/2025 12:44 PM,Completed,24.0
UE-000122,07/06/2025 09:44 PM,Completed,47.77
UE-000123,07/06/2025 11:36 AM,Completed,39.37
UE-000124,07/06/2025 12:22 PM,Completed,33.89
UE-000125,07/06/2025 06:05 PM,Completed,48.39
UE-000126,07/06/2025 06:26 PM,Completed,66.57
UE-000127,07/06/2025 06:08 PM,Completed,60.91
UE-000128,07/06/2025 09:09 PM,Completed,39.37
UE-000129,07/06/2025 06:08 PM,Completed,86.04
UE-000130,07/06/2025 01:05 PM,Completed,30.19
UE-000131,07/06/2025 07:18 PM,Completed,46.41
UE-000132,07/06/2025 12:56 PM,Completed,27.33
UE-000133,07/06/2025 05:35 PM,Completed,82.14
UE-000134,07/06/2025 06:21 PM,Completed,35.53
UE-000135,07/06/2025 07:33 PM,Completed,51.88
UE-000136,07/06/2025 06:11 PM,Completed,41.43
UE-000137,07/06/2025 06:25 PM,Completed,69.22
UE-000138,07/06/2025 08:51 PM,Completed,38.8
UE-000139,07/06/2025 01:30 PM,Completed,30.13
UE-000140,07/06/2025 12:03 PM,Completed,61.3
UE-000141,07/06/2025 01:04 PM,Completed,48.85
UE-000142,07/06/2025 01:03 PM,Completed,36.49
UE-000143,07/06/2025 08:44 PM,Completed,67.58
UE-000144,07/07/2025 05:30 PM,Completed,96.23
UE-000145,07/07/2025 01:57 PM,Completed,49.05
UE-000146,07/07/2025 05:55 PM,Completed,40.03
UE-000147,07/07/2025 06:38 PM,Completed,52.81
UE-000148,07/07/2025 08:55 PM,Completed,28.84
UE-000149,07/07/2025 09:59 PM,Completed,38.5
UE-000150,07/07/2025 05:19 PM,Completed,43.39
UE-000151,07/07/2025 06:04 PM,Completed,36.13
UE-000152,07/07/2025 08:56 PM,Completed,23.29
UE-000153,07/07/2025 06:02 PM,Completed,62.66
UE-000154,07/07/2025 12:16 PM,Completed,30.41
UE-000155,07/07/2025 07:14 PM,Completed,37.62
UE-000156,07/07/2025 11:43 AM,Completed,53.55
UE-000157,07/07/2025 08:21 PM,Completed,50.71
UE-000158,07/07/2025 08:22 PM,Completed,36.88
UE-000159,07/07/2025 08:30 PM,Completed,26.1
UE-000160,07/07/2025 06:31 PM,Completed,40.26
UE-000161,07/07/2025 07:06 PM,Completed,31.1
UE-000162,07/07/2025 12:15 PM,Completed,32.43
UE-000163,07/07/2025 01:01 PM,Completed,24.27
UE-000164,07/07/2025 01:10 PM,Completed,44.34
UE-000165,07/07/2025 07:42 PM,Completed,64.9
UE-000166,07/07/2025 08:30 PM,Completed,26.95
UE-000167,07/08/2025 07:43 PM,Completed,26.75
UE-000168,07/08/2025 07:25 PM,Completed,26.31
UE-000169,07/08/2025 07:58 PM,Completed,22.61
UE-000170,07/08/2025 07:57 PM,Completed,55.63
UE-000171,07/08/2025 09:29 PM,Completed,49.96
UE-000172,07/08/2025 12:13 PM,Completed,32.62
UE-000173,07/08/2025 08:33 PM,Completed,48.75
UE-000174,07/08/2025 11:22 AM,Completed,45.09
UE-000175,07/08/2025 07:06 PM,Completed,30.63
UE-000176,07/08/2025 08:22 PM,Completed,32.9
UE-000177,07/08/2025 08:02 PM,Completed,41.83
UE-000178,07/08/2025 07:31 PM,Completed,33.9
UE-000179,07/08/2025 07:01 PM,Completed,28.11
UE-000180,07/08/2025 05:46 PM,Completed,35.55
UE-000181,07/08/2025 05:51 PM,Completed,37.16
UE-000182,07/08/2025 12:40 PM,Completed,50.12
UE-000183,07/08/2025 08:05 PM,Completed,85.35
UE-000184,07/08/2025 05:32 PM,Completed,51.8
UE-000185,07/08/2025 07:08 PM,Completed,22.01
UE-000186,07/08/2025 08:13 PM,Completed,38.75
UE-000187,07/08/2025 11:29 AM,Completed,51.28
UE-000188,07/08/2025 06:57 PM,Completed,64.1
UE-000189,07/08/2025 09:38 PM,Completed,41.07
UE-000190,07/08/2025 01:20 PM,Completed,22.19
UE-000191,07/08/2025 08:53 PM,Completed,34.03
UE-000192,07/08/2025 06:37 PM,Completed,31.7
UE-000193,07/08/2025 05:39 PM,Completed,47.02
UE-000194,07/09/2025 07:35 PM,Completed,55.71
UE-000195,07/09/2025 09:47 PM,Completed,34.05
UE-000196,07/09/2025 08:16 PM,Completed,34.59
UE-000197,07/09/2025 12:47 PM,Completed,34.85
UE-000198,07/09/2025 06:56 PM,Completed,58.47
UE-000199,07/09/2025 12:25 PM,Completed,30.91
UE-000200,07/09/2025 11:59 AM,Completed,38.36
UE-000201,07/09/2025 11:27 AM,Completed,28.21
UE-000202,07/09/2025 11:53 AM,Completed,29.48
UE-000203,07/09/2025 05:41 PM,Completed,52.41
UE-000204,07/09/2025 12:24 PM,Completed,41.15
UE-000205,07/09/2025 06:51 PM,Completed,23.31
UE-000206,07/09/2025 07:28 PM,Completed,39.88
UE-000207,07/09/2025 01:50 PM,Completed,23.86
UE-000208,07/09/2025 01:44 PM,Completed,54.73
UE-000209,07/09/2025 06:19 PM,Completed,48.74
UE-000210,07/09/2025 11:19 AM,Completed,45.8
UE-000211,07/09/2025 12:08 PM,Completed,55.51
UE-000212,07/10/2025 06:13 PM,Completed,21.07
UE-000213,07/10/2025 08:35 PM,Completed,78.39
UE-000214,07/10/2025 07:59 PM,Completed,41.51
UE-000215,07/10/2025 06:51 PM,Completed,62.4
UE-000216,07/10/2025 01:32 PM,Completed,48.65
UE-000217,07/10/2025 05:47 PM,Completed,54.19
UE-000218,07/10/2025 11:44 AM,Completed,42.63
UE-000219,07/10/2025 07:20 PM,Completed,75.38
UE-000220,07/10/2025 01:07 PM,Completed,67.27
UE-000221,07/10/2025 12:53 PM,Completed,27.57
UE-000222,07/10/2025 06:07 PM,Completed,40.56
UE-000223,07/10/2025 09:59 PM,Completed,57.27
UE-000224,07/10/2025 08:05 PM,Completed,38.33
UE-000225,07/10/2025 01:52 PM,Completed,31.32
UE-000226,07/10/2025 01:20 PM,Completed,21.59
UE-000227,07/10/2025 06:39 PM,Completed,60.74
UE-000228,07/10/2025 01:37 PM,Completed,27.67
UE-000229,07/10/2025 07:36 PM,Completed,65.8
UE-000230,07/10/2025 07:43 PM,Completed,36.71
UE-000231,07/10/2025 11:59 AM,Completed,33.34
UE-000232,07/10/2025 05:56 PM,Completed,46.37
UE-000233,07/10/2025 07:05 PM,Completed,45.72
UE-000234,07/10/2025 12:40 PM,Completed,26.89
UE-000235,07/11/2025 07:11 PM,Completed,16.48
UE-000236,07/11/2025 06:26 PM,Completed,35.89
UE-000237,07/11/2025 07:06 PM,Completed,36.61
UE-000238,07/11/2025 07:27 PM,Completed,81.26
UE-000239,07/11/2025 07:01 PM,Completed,39.93
UE-000240,07/11/2025 01:20 PM,Completed,56.4
UE-000241,07/11/2025 06:36 PM,Completed,36.13
UE-000242,07/11/2025 12:20 PM,Completed,45.81
UE-000243,07/11/2025 12:22 PM,Completed,48.34
UE-000244,07/11/2025 09:43 PM,Completed,24.32
UE-000245,07/11/2025 08:14 PM,Completed,31.94
UE-000246,07/11/2025 12:28 PM,Completed,33.25
UE-000247,07/11/2025 11:31 AM,Completed,28.44
UE-000248,07/11/2025 07:40 PM,Completed,20.4
UE-000249,07/11/2025 01:29 PM,Completed,39.78
UE-000250,07/11/2025 08:06 PM,Completed,27.39
UE-000251,07/11/2025 11:59 AM,Completed,45.99
UE-000252,07/11/2025 06:25 PM,Completed,22.21
UE-000253,07/11/2025 06:05 PM,Completed,35.51
UE-000254,07/11/2025 12:06 PM,Completed,32.15
UE-000255,07/11/2025 01:51 PM,Completed,23.54
UE-000256,07/11/2025 07:01 PM,Completed,73.01
UE-000257,07/11/2025 12:46 PM,Completed,38.01
UE-000258,07/11/2025 01:10 PM,Completed,31.26
UE-000259,07/11/2025 06:50 PM,Completed,32.8
UE-000260,07/11/2025 08:34 PM,Completed,28.92
UE-000261,07/11/2025 01:52 PM,Completed,20.93
UE-000262,07/12/2025 06:27 PM,Completed,48.14
UE-000263,07/12/2025 12:31 PM,Completed,41.43
UE-000264,07/12/2025 06:50 PM,Completed,46.34
UE-000265,07/12/2025 12:57 PM,Completed,40.01
UE-000266,07/12/2025 12:09 PM,Completed,57.11
UE-000267,07/12/2025 06:55 PM,Completed,45.99
UE-000268,07/12/2025 12:50 PM,Completed,47.6
UE-000269,07/12/2025 06:59 PM,Completed,48.81
UE-000270,07/12/2025 05:33 PM,Completed,67.74
UE-000271,07/12/2025 07:03 PM,Completed,41.3
UE-000272,07/12/2025 12:12 PM,Completed,28.5
UE-000273,07/12/2025 11:55 AM,Completed,25.0
UE-000274,07/12/2025 11:23 AM,Completed,41.87
UE-000275,07/12/2025 07:27 PM,Completed,44.89
UE-000276,07/12/2025 01:24 PM,Completed,61.72
UE-000277,07/12/2025 06:43 PM,Completed,48.67
UE-000278,07/12/2025 05:33 PM,Completed,54.11
UE-000279,07/12/2025 11:10 AM,Completed,24.65
UE-000280,07/12/2025 07:16 PM,Completed,36.94
UE-000281,07/12/2025 01:59 PM,Completed,70.33
UE-000282,07/12/2025 07:23 PM,Completed,47.08
UE-000283,07/12/2025 06:24 PM,Completed,43.38
UE-000284,07/12/2025 07:24 PM,Completed,35.43
UE-000285,07/12/2025 12:20 PM,Completed,46.86
UE-000286,07/12/2025 07:43 PM,Completed,47.53
UE-000287,07/12/2025 12:39 PM,Completed,34.31
UE-000288,07/12/2025 01:54 PM,Completed,42.14
UE-000289,07/12/2025 12:40 PM,Completed,51.89
UE-000290,07/12/2025 08:44 PM,Completed,51.82
UE-000291,07/12/2025 09:12 PM,Completed,19.01
UE-000292,07/12/2025 07:03 PM,Completed,63.55
UE-000293,07/12/2025 07:19 PM,Completed,49.41
UE-000294,07/12/2025 08:57 PM,Completed,33.59
UE-000295,07/12/2025 08:36 PM,Completed,29.0
UE-000296,07/12/2025 06:26 PM,Completed,31.14
UE-000297,07/12/2025 08:37 PM,Completed,50.46
UE-000298,07/12/2025 09:01 PM,Completed,38.32
UE-000299,07/13/2025 01:44 PM,Completed,43.69
UE-000300,07/13/2025 01:27 PM,Completed,39.04
UE-000301,07/13/2025 08:35 PM,Completed,62.32
UE-000302,07/13/2025 11:02 AM,Completed,48.87
UE-000303,07/13/2025 12:20 PM,Completed,38.42
UE-000304,07/13/2025 05:27 PM,Completed,29.45
UE-000305,07/13/2025 05:59 PM,Completed,69.27
UE-000306,07/13/2025 12:35 PM,Completed,42.29
UE-000307,07/13/2025 07:47 PM,Completed,24.71
UE-000308,07/13/2025 12:09 PM,Completed,33.12
UE-000309,07/13/2025 07:25 PM,Completed,44.18
UE-000310,07/13/2025 09:01 PM,Completed,72.78
UE-000311,07/13/2025 09:30 PM,Completed,64.77
UE-000312,07/13/2025 05:12 PM,Completed,50.04
UE-000313,07/13/2025 07:03 PM,Completed,25.08
UE-000314,07/13/2025 05:23 PM,Completed,70.53
UE-000315,07/13/2025 06:19 PM,Completed,37.8
UE-000316,07/13/2025 08:54 PM,Completed,36.14
UE-000317,07/13/2025 11:05 AM,Completed,48.79
UE-000318,07/13/2025 05:51 PM,Completed,38.6
UE-000319,07/13/2025 08:46 PM,Completed,39.85
UE-000320,07/13/2025 08:16 PM,Completed,37.49
UE-000321,07/13/2025 12:49 PM,Completed,38.88
UE-000322,07/13/2025 01:19 PM,Completed,39.99
UE-000323,07/13/2025 06:45 PM,Completed,18.22
UE-000324,07/13/2025 12:38 PM,Completed,53.23
UE-000325,07/14/2025 08:45 PM,Completed,44.24
UE-000326,07/14/2025 12:59 PM,Completed,53.37
UE-000327,07/14/2025 08:39 PM,Completed,70.18
UE-000328,07/14/2025 12:37 PM,Completed,36.11
UE-000329,07/14/2025 07:13 PM,Completed,28.68
UE-000330,07/14/2025 08:22 PM,Completed,35.47
UE-000331,07/14/2025 06:42 PM,Completed,20.74
UE-000332,07/14/2025 05:15 PM,Completed,23.01
UE-000333,07/14/2025 05:45 PM,Completed,47.31
UE-000334,07/14/2025 01:27 PM,Completed,30.7
UE-000335,07/14/2025 11:33 AM,Completed,24.9
UE-000336,07/14/2025 07:46 PM,Completed,39.23
UE-000337,07/14/2025 06:10 PM,Completed,37.57
UE-000338,07/14/2025 12:28 PM,Completed,26.26
UE-000339,07/14/2025 12:35 PM,Completed,27.92
UE-000340,07/14/2025 05:31 PM,Completed,39.79
UE-000341,07/14/2025 05:10 PM,Completed,31.72
UE-000342,07/15/2025 06:25 PM,Completed,38.58
UE-000343,07/15/2025 12:12 PM,Completed,24.88
UE-000344,07/15/2025 06:24 PM,Completed,66.67
UE-000345,07/15/2025 08:07 PM,Completed,48.09
UE-000346,07/15/2025 11:12 AM,Completed,53.97
UE-000347,07/15/2025 06:24 PM,Completed,50.89
UE-000348,07/15/2025 09:19 PM,Completed,42.68
UE-000349,07/15/2025 06:29 PM,Completed,41.74
UE-000350,07/15/2025 12:58 PM,Completed,65.57
UE-000351,07/15/2025 05:06 PM,Completed,33.93
UE-000352,07/15/2025 07:22 PM,Completed,21.44
UE-000353,07/15/2025 05:55 PM,Completed,58.79
UE-000354,07/15/2025 06:17 PM,Completed,31.57
UE-000355,07/15/2025 05:39 PM,Completed,40.75
UE-000356,07/15/2025 12:30 PM,Completed,42.85
UE-000357,07/15/2025 06:43 PM,Completed,40.58
UE-000358,07/15/2025 08:58 PM,Completed,52.46
UE-000359,07/15/2025 11:55 AM,Completed,69.61
UE-000360,07/15/2025 08:55 PM,Completed,41.69
UE-000361,07/15/2025 07:34 PM,Completed,47.26
UE-000362,07/16/2025 06:12 PM,Completed,42.27
UE-000363,07/16/2025 05:27 PM,Completed,40.98
UE-000364,07/16/2025 06:03 PM,Completed,35.11
UE-000365,07/16/2025 06:16 PM,Completed,45.46
UE-000366,07/16/2025 09:47 PM,Completed,26.93
UE-000367,07/16/2025 08:51 PM,Completed,19.59
UE-000368,07/16/2025 06:14 PM,Completed,17.38
UE-000369,07/16/2025 05:33 PM,Completed,16.04
UE-000370,07/16/2025 12:52 PM,Completed,32.16
UE-000371,07/16/2025 01:47 PM,Completed,79.41
UE-000372,07/16/2025 06:30 PM,Completed,63.61
UE-000373,07/16/2025 07:27 PM,Completed,40.99
UE-000374,07/16/2025 11:34 AM,Completed,46.05
UE-000375,07/16/2025 12:27 PM,Completed,54.23
UE-000376,07/16/2025 12:30 PM,Completed,45.67
UE-000377,07/16/2025 09:56 PM,Completed,49.11
UE-000378,07/16/2025 08:53 PM,Completed,30.73
UE-000379,07/16/2025 11:38 AM,Completed,33.98
UE-000380,07/16/2025 09:39 PM,Completed,31.48
UE-000381,07/16/2025 08:02 PM,Completed,37.63
UE-000382,07/16/2025 08:54 PM,Completed,53.84
UE-000383,07/16/2025 12:07 PM,Completed,35.94
UE-000384,07/16/2025 06:42 PM,Completed,35.92
UE-000385,07/16/2025 09:23 PM,Completed,56.62
UE-000386,07/16/2025 01:11 PM,Completed,66.76
UE-000387,07/17/2025 07:57 PM,Completed,50.7
UE-000388,07/17/2025 08:12 PM,Completed,64.41
UE-000389,07/17/2025 06:58 PM,Completed,38.88
UE-000390,07/17/2025 05:06 PM,Completed,27.64
UE-000391,07/17/2025 06:05 PM,Completed,32.2
UE-000392,07/17/2025 11:18 AM,Completed,51.57
UE-000393,07/17/2025 09:09 PM,Completed,24.6
UE-000394,07/17/2025 11:21 AM,Completed,34.43
UE-000395,07/17/2025 06:09 PM,Completed,45.43
UE-000396,07/17/2025 07:47 PM,Completed,35.37
UE-000397,07/17/2025 08:12 PM,Completed,65.2
UE-000398,07/17/2025 12:28 PM,Completed,59.38
UE-000399,07/17/2025 05:13 PM,Completed,38.13
UE-000400,07/17/2025 12:36 PM,Completed,44.2
UE-000401,07/17/2025 05:19 PM,Completed,57.83
UE-000402,07/17/2025 12:42 PM,Completed,29.28
UE-000403,07/17/2025 06:56 PM,Completed,45.11
UE-000404,07/17/2025 05:16 PM,Completed,26.07
UE-000405,07/17/2025 05:59 PM,Completed,47.21
UE-000406,07/17/2025 01:43 PM,Completed,46.0
UE-000407,07/17/2025 06:38 PM,Completed,36.88
UE-000408,07/17/2025 11:48 AM,Completed,39.75
UE-000409,07/17/2025 05:49 PM,Completed,39.62
UE-000410,07/17/2025 07:18 PM,Completed,47.15
UE-000411,07/17/2025 09:20 PM,Completed,30.1
UE-000412,07/17/2025 08:22 PM,Completed,25.71
UE-000413,07/17/2025 12:30 PM,Completed,21.73
UE-000414,07/17/2025 12:22 PM,Completed,18.54
UE-000415,07/17/2025 01:37 PM,Completed,86.58
UE-000416,07/17/2025 12:16 PM,Completed,48.78
UE-000417,07/17/2025 08:11 PM,Completed,46.68
UE-000418,07/17/2025 12:45 PM,Completed,24.93
UE-000419,07/18/2025 12:21 PM,Completed,32.79
UE-000420,07/18/2025 11:25 AM,Completed,46.56
UE-000421,07/18/2025 08:28 PM,Completed,26.7
UE-000422,07/18/2025 01:20 PM,Completed,46.69
UE-000423,07/18/2025 05:21 PM,Completed,19.45
UE-000424,07/18/2025 01:11 PM,Completed,42.39
UE-000425,07/18/2025 01:16 PM,Completed,20.14
UE-000426,07/18/2025 07:03 PM,Completed,66.37
UE-000427,07/18/2025 08:55 PM,Completed,25.88
UE-000428,07/18/2025 08:49 PM,Completed,35.3
UE-000429,07/18/2025 12:54 PM,Completed,38.8
UE-000430,07/18/2025 06:29 PM,Completed,46.33
UE-000431,07/18/2025 08:24 PM,Completed,84.12
UE-000432,07/18/2025 07:04 PM,Completed,29.27
UE-000433,07/18/2025 08:50 PM,Completed,56.17
UE-000434,07/18/2025 01:49 PM,Completed,37.86
UE-000435,07/18/2025 06:36 PM,Completed,50.61
UE-000436,07/18/2025 12:44 PM,Completed,33.29
UE-000437,07/18/2025 08:03 PM,Completed,32.72
UE-000438,07/18/2025 12:13 PM,Completed,39.16
UE-000439,07/18/2025 12:48 PM,Completed,30.52
UE-000440,07/18/2025 01:57 PM,Completed,26.88
UE-000441,07/18/2025 05:16 PM,Completed,23.12
UE-000442,07/18/2025 07:36 PM,Completed,41.14
UE-000443,07/18/2025 12:46 PM,Completed,41.79
UE-000444,07/18/2025 09:52 PM,Completed,63.59
UE-000445,07/19/2025 05:02 PM,Completed,22.85
UE-000446,07/19/2025 12:10 PM,Completed,34.89
UE-000447,07/19/2025 08:11 PM,Completed,38.75
UE-000448,07/19/2025 09:09 PM,Completed,46.53
UE-000449,07/19/2025 01:24 PM,Completed,27.83
UE-000450,07/19/2025 12:24 PM,Completed,24.5
UE-000451,07/19/2025 06:28 PM,Completed,49.83
UE-000452,07/19/2025 08:32 PM,Completed,45.97
UE-000453,07/19/2025 01:48 PM,Completed,42.55
UE-000454,07/19/2025 05:55 PM,Completed,21.66
UE-000455,07/19/2025 11:13 AM,Completed,51.1
UE-000456,07/19/2025 07:09 PM,Completed,44.38
UE-000457,07/19/2025 08:12 PM,Completed,73.07
UE-000458,07/19/2025 08:32 PM,Completed,30.36
UE-000459,07/19/2025 12:18 PM,Completed,45.89
UE-000460,07/19/2025 07:58 PM,Completed,41.46
UE-000461,07/19/2025 07:26 PM,Completed,49.73
UE-000462,07/19/2025 01:25 PM,Completed,23.9
UE-000463,07/19/2025 06:07 PM,Completed,63.14
UE-000464,07/19/2025 07:57 PM,Completed,65.47
UE-000465,07/19/2025 07:54 PM,Completed,37.86
UE-000466,07/19/2025 07:27 PM,Completed,54.42
UE-000467,07/19/2025 09:57 PM,Completed,27.5
UE-000468,07/19/2025 06:04 PM,Completed,31.91
UE-000469,07/19/2025 08:59 PM,Completed,45.87
UE-000470,07/19/2025 05:36 PM,Completed,43.45
UE-000471,07/19/2025 07:58 PM,Completed,22.9
UE-000472,07/19/2025 07:56 PM,Completed,37.24
UE-000473,07/19/2025 07:49 PM,Completed,33.84
UE-000474,07/19/2025 11:27 AM,Completed,33.84
UE-000475,07/19/2025 05:20 PM,Completed,56.84
UE-000476,07/19/2025 07:32 PM,Completed,24.85
UE-000477,07/19/2025 08:15 PM,Completed,26.06
UE-000478,07/19/2025 07:47 PM,Completed,21.95
UE-000479,07/19/2025 09:14 PM,Completed,34.41
UE-000480,07/19/2025 07:55 PM,Completed,81.21
UE-000481,07/19/2025 07:31 PM,Completed,60.0
UE-000482,07/19/2025 08:03 PM,Completed,52.29
UE-000483,07/19/2025 09:20 PM,Completed,43.32
UE-000484,07/20/2025 12:07 PM,Completed,24.71
UE-000485,07/20/2025 09:05 PM,Completed,62.21
UE-000486,07/20/2025 08:44 PM,Completed,42.47
UE-000487,07/20/2025 08:34 PM,Completed,40.86
UE-000488,07/20/2025 07:24 PM,Completed,57.69
UE-000489,07/20/2025 12:26 PM,Completed,30.48
UE-000490,07/20/2025 12:45 PM,Completed,49.8
UE-000491,07/20/2025 07:14 PM,Completed,30.99
UE-000492,07/20/2025 07:12 PM,Completed,57.25
UE-000493,07/20/2025 08:18 PM,Completed,32.38
UE-000494,07/20/2025 01:20 PM,Completed,76.1
UE-000495,07/20/2025 07:33 PM,Completed,42.43
UE-000496,07/20/2025 07:33 PM,Completed,27.94
UE-000497,07/20/2025 05:40 PM,Completed,26.36
