Order ID,Time Customer Ordered,Order Status,Food Sales
UE-000179,07/15/2025 07:17 PM,Completed,85.35
UE-000180,07/15/2025 07:26 PM,Completed,46.16
UE-000181,07/15/2025 07:26 PM,Completed,44.03
UE-000182,07/15/2025 08:52 PM,Completed,94.15
UE-000183,07/15/2025 08:56 PM,Completed,25.0
UE-000184,07/16/2025 11:11 AM,Completed,27.39
UE-000185,07/16/2025 05:07 PM,Completed,29.29
UE-000186,07/16/2025 05:48 PM,Completed,113.33
UE-000187,07/16/2025 06:30 PM,Completed,40.58
UE-000188,07/16/2025 07:09 PM,Completed,25.64
UE-000189,07/16/2025 07:19 PM,Completed,159.4
UE-000190,07/16/2025 07:40 PM,Completed,96.99
UE-000191,07/16/2025 08:21 PM,Completed,117.58
UE-000192,07/16/2025 08:23 PM,Completed,106.35
UE-000193,07/16/2025 08:49 PM,Completed,118.3
UE-000194,07/16/2025 08:50 PM,Completed,52.63
UE-000195,07/16/2025 09:30 PM,Completed,116.51
UE-000196,07/16/2025 09:36 PM,Completed,28.72
UE-000197,07/17/2025 11:51 AM,Completed,119.72
UE-000198,07/17/2025 12:14 PM,Completed,346.62
UE-000199,07/17/2025 12:42 PM,Completed,248.02
UE-000200,07/17/2025 04:25 PM,Completed,100.52
UE-000201,07/17/2025 05:18 PM,Completed,72.82
UE-000202,07/17/2025 05:18 PM,Completed,46.24
UE-000203,07/17/2025 05:24 PM,Completed,66.29
UE-000204,07/17/2025 05:50 PM,Completed,40.67
UE-000205,07/17/2025 06:20 PM,Completed,106.45
UE-000206,07/17/2025 06:33 PM,Completed,146.85
UE-000207,07/17/2025 06:46 PM,Completed,27.23
UE-000208,07/17/2025 06:56 PM,Completed,72.79
UE-000209,07/17/2025 07:17 PM,Completed,92.42
UE-000210,07/17/2025 07:26 PM,Completed,75.5
UE-000211,07/17/2025 07:54 PM,Completed,26.92
UE-000212,07/17/2025 08:07 PM,Completed,102.7
UE-000213,07/18/2025 02:40 PM,Completed,118.75
UE-000214,07/18/2025 03:33 PM,Completed,25.0
UE-000215,07/18/2025 05:24 PM,Completed,163.41
UE-000216,07/18/2025 06:22 PM,Completed,120.7
UE-000217,07/18/2025 07:18 PM,Completed,32.39
UE-000218,07/18/2025 07:41 PM,Completed,37.83
UE-000219,07/18/2025 08:24 PM,Completed,25.0
UE-000220,07/18/2025 09:21 PM,Completed,97.93
UE-000221,07/18/2025 09:29 PM,Completed,80.2
UE-000222,07/19/2025 11:11 AM,Completed,67.1
UE-000223,07/19/2025 04:57 PM,Completed,393.17
UE-000224,07/19/2025 06:20 PM,Completed,131.88
UE-000225,07/19/2025 07:04 PM,Completed,56.51
UE-000226,07/19/2025 07:08 PM,Completed,30.87
UE-000227,07/19/2025 07:28 PM,Completed,31.34
UE-000228,07/19/2025 07:51 PM,Completed,46.26
UE-000229,07/19/2025 08:01 PM,Completed,33.41
UE-000230,07/19/2025 08:21 PM,Completed,100.36
UE-000231,07/19/2025 08:37 PM,Completed,132.67
UE-000232,07/19/2025 08:46 PM,Completed,30.19
UE-000233,07/19/2025 08:57 PM,Completed,147.48
UE-000234,07/19/2025 09:02 PM,Completed,48.59
UE-000235,07/19/2025 09:28 PM,Completed,36.92
UE-000236,07/20/2025 01:10 PM,Completed,27.02
UE-000237,07/20/2025 02:31 PM,Completed,40.96
UE-000238,07/20/2025 05:08 PM,Completed,52.45
UE-000239,07/20/2025 05:47 PM,Completed,83.23
UE-000240,07/20/2025 05:48 PM,Completed,309.36
UE-000241,07/20/2025 06:07 PM,Completed,61.59
UE-000242,07/20/2025 06:22 PM,Completed,31.37
UE-000243,07/20/2025 06:27 PM,Completed,25.0
UE-000244,07/20/2025 06:29 PM,Completed,28.22
UE-000245,07/20/2025 06:37 PM,Completed,88.15
UE-000246,07/20/2025 08:35 PM,Completed,25.77
UE-000247,07/20/2025 09:00 PM,Completed,52.32
UE-000248,07/20/2025 09:11 PM,Completed,31.0
UE-000249,07/20/2025 09:58 PM,Completed,84.69
UE-000250,07/20/2025 09:59 PM,Completed,25.0
UE-000251,07/21/2025 01:42 PM,Completed,27.27
UE-000252,07/21/2025 04:01 PM,Completed,76.17
UE-000253,07/21/2025 05:36 PM,Completed,147.34
UE-000254,07/21/2025 06:16 PM,Completed,47.66
UE-000255,07/21/2025 06:20 PM,Completed,35.43
UE-000256,07/21/2025 07:29 PM,Completed,42.69
UE-000257,07/21/2025 07:42 PM,Completed,105.71
UE-000258,07/21/2025 08:36 PM,Completed,89.96
UE-000259,07/21/2025 08:41 PM,Completed,69.82
UE-000260,07/21/2025 09:40 PM,Completed,56.17
UE-000261,07/22/2025 01:36 PM,Completed,74.58
UE-000262,07/22/2025 03:34 PM,Completed,65.17
UE-000263,07/22/2025 05:04 PM,Completed,25.0
UE-000264,07/22/2025 05:35 PM,Completed,50.17
UE-000265,07/22/2025 05:37 PM,Completed,30.56
UE-000266,07/22/2025 06:42 PM,Completed,94.43
UE-000267,07/22/2025 06:50 PM,Completed,42.83
UE-000268,07/22/2025 07:01 PM,Completed,69.71
UE-000269,07/22/2025 07:31 PM,Completed,37.61
UE-000270,07/22/2025 07:38 PM,Completed,141.46
UE-000271,07/22/2025 07:43 PM,Completed,116.57
UE-000272,07/22/2025 07:44 PM,Completed,35.5
UE-000273,07/22/2025 08:18 PM,Completed,49.52
UE-000274,07/22/2025 08:19 PM,Completed,363.97
UE-000275,07/22/2025 09:14 PM,Completed,36.28
UE-000276,07/22/2025 09:19 PM,Completed,76.3
UE-000277,07/23/2025 11:29 AM,Completed,28.09
UE-000278,07/23/2025 01:22 PM,Completed,66.76
UE-000279,07/23/2025 01:25 PM,Completed,43.97
UE-000280,07/23/2025 02:08 PM,Completed,143.86
UE-000281,07/23/2025 06:17 PM,Completed,82.1
UE-000282,07/23/2025 06:27 PM,Completed,25.0
UE-000283,07/23/2025 06:38 PM,Completed,28.25
UE-000284,07/23/2025 06:45 PM,Completed,155.57
UE-000285,07/23/2025 07:18 PM,Completed,123.85
UE-000286,07/23/2025 07:33 PM,Completed,112.84
UE-000287,07/23/2025 09:44 PM,Completed,177.36
UE-000288,07/24/2025 11:23 AM,Completed,135.23
UE-000289,07/24/2025 12:09 PM,Completed,75.83
UE-000290,07/24/2025 04:26 PM,Completed,93.32
UE-000291,07/24/2025 06:45 PM,Completed,66.87
UE-000292,07/24/2025 06:58 PM,Completed,34.8
UE-000293,07/24/2025 07:53 PM,Completed,115.68
UE-000294,07/24/2025 08:55 PM,Completed,148.41
UE-000295,07/25/2025 11:07 AM,Completed,98.33
UE-000296,07/25/2025 02:23 PM,Completed,53.04
UE-000297,07/25/2025 03:03 PM,Completed,25.0
UE-000298,07/25/2025 04:39 PM,Completed,25.0
UE-000299,07/25/2025 05:00 PM,Completed,99.34
UE-000300,07/25/2025 05:32 PM,Completed,32.81
UE-000301,07/25/2025 05:34 PM,Completed,59.77
UE-000302,07/25/2025 05:45 PM,Completed,27.47
UE-000303,07/25/2025 06:22 PM,Completed,37.62
UE-000304,07/25/2025 06:49 PM,Completed,25.0
UE-000305,07/25/2025 07:25 PM,Completed,30.66
UE-000306,07/25/2025 07:59 PM,Completed,142.86
UE-000307,07/25/2025 08:10 PM,Completed,40.55
UE-000308,07/25/2025 08:37 PM,Completed,25.89
UE-000309,07/25/2025 08:53 PM,Completed,152.11
UE-000310,07/25/2025 09:15 PM,Completed,70.14
UE-000311,07/26/2025 12:48 PM,Completed,90.49
UE-000312,07/26/2025 12:49 PM,Completed,53.23
UE-000313,07/26/2025 01:20 PM,Completed,37.21
UE-000314,07/26/2025 03:28 PM,Completed,25.0
UE-000315,07/26/2025 04:51 PM,Completed,155.67
UE-000316,07/26/2025 05:46 PM,Completed,104.1
UE-000317,07/26/2025 06:03 PM,Completed,52.72
UE-000318,07/26/2025 06:15 PM,Completed,129.46
UE-000319,07/26/2025 06:37 PM,Completed,66.3
UE-000320,07/26/2025 07:17 PM,Completed,60.94
UE-000321,07/26/2025 07:40 PM,Completed,141.94
UE-000322,07/26/2025 09:41 PM,Completed,45.93
UE-000323,07/27/2025 05:43 PM,Completed,126.41
UE-000324,07/27/2025 06:51 PM,Completed,105.34
UE-000325,07/27/2025 07:43 PM,Completed,25.0
UE-000326,07/27/2025 07:59 PM,Completed,28.94
UE-000327,07/27/2025 08:15 PM,Completed,25.0
UE-000328,07/27/2025 08:34 PM,Completed,137.75
UE-000329,07/27/2025 08:57 PM,Completed,57.99
UE-000330,07/27/2025 09:04 PM,Completed,109.73
UE-000331,07/27/2025 09:16 PM,Completed,59.52
UE-000332,07/27/2025 09:48 PM,Completed,39.15
UE-000333,07/28/2025 11:30 AM,Completed,113.36
UE-000334,07/28/2025 01:12 PM,Completed,102.34
UE-000335,07/28/2025 02:11 PM,Completed,28.25
UE-000336,07/28/2025 04:25 PM,Completed,48.36
UE-000337,07/28/2025 05:15 PM,Completed,74.7
UE-000338,07/28/2025 05:31 PM,Completed,119.33
UE-000339,07/28/2025 06:21 PM,Completed,25.0
UE-000340,07/28/2025 07:42 PM,Completed,33.87
UE-000341,07/28/2025 08:19 PM,Completed,35.3
UE-000342,07/28/2025 08:37 PM,Completed,28.56
UE-000343,07/29/2025 04:06 PM,Completed,25.0
UE-000344,07/29/2025 04:43 PM,Completed,133.82
UE-000345,07/29/2025 05:31 PM,Completed,180.42
UE-000346,07/29/2025 06:10 PM,Completed,38.36
UE-000347,07/29/2025 06:55 PM,Completed,31.4
UE-000348,07/29/2025 06:58 PM,Completed,58.57
UE-000349,07/29/2025 08:06 PM,Completed,76.87
UE-000350,07/29/2025 08:08 PM,Completed,55.0
UE-000351,07/29/2025 08:16 PM,Completed,40.74
UE-000352,07/29/2025 08:22 PM,Completed,91.85
UE-000353,07/29/2025 08:24 PM,Completed,113.12
UE-000354,07/29/2025 09:12 PM,Completed,130.91
UE-000355,07/29/2025 09:45 PM,Completed,42.54
UE-000356,07/30/2025 01:34 PM,Completed,38.64
UE-000357,07/30/2025 03:56 PM,Completed,135.73
UE-000358,07/30/2025 04:42 PM,Completed,73.16
UE-000359,07/30/2025 05:19 PM,Completed,30.4
UE-000360,07/30/2025 05:27 PM,Completed,25.0
UE-000361,07/30/2025 05:59 PM,Completed,85.88
UE-000362,07/30/2025 06:33 PM,Completed,276.66
UE-000363,07/30/2025 06:33 PM,Completed,25.0
UE-000364,07/30/2025 07:23 PM,Completed,120.04
UE-000365,07/30/2025 07:40 PM,Completed,38.83
UE-000366,07/31/2025 11:23 AM,Completed,39.51
UE-000367,07/31/2025 12:16 PM,Completed,118.36
UE-000368,07/31/2025 06:09 PM,Completed,25.0
UE-000369,07/31/2025 06:46 PM,Completed,25.0
UE-000370,07/31/2025 07:39 PM,Completed,34.65
UE-000371,07/31/2025 08:22 PM,Completed,81.86
UE-000372,07/31/2025 08:26 PM,Completed,25.45
UE-000373,08/01/2025 11:00 AM,Completed,64.65
UE-000374,08/01/2025 01:43 PM,Completed,82.56
UE-000375,08/01/2025 01:43 PM,Completed,25.0
UE-000376,08/01/2025 01:46 PM,Completed,38.83
UE-000377,08/01/2025 02:51 PM,Completed,71.0
UE-000378,08/01/2025 05:10 PM,Completed,61.75
UE-000379,08/01/2025 06:10 PM,Completed,25.0
UE-000380,08/01/2025 07:27 PM,Completed,44.03
UE-000381,08/01/2025 08:54 PM,Completed,87.49
UE-000382,08/02/2025 02:39 PM,Completed,69.29
UE-000383,08/02/2025 04:44 PM,Completed,60.53
UE-000384,08/02/2025 05:12 PM,Completed,38.99
UE-000385,08/02/2025 05:21 PM,Completed,35.85
UE-000386,08/02/2025 05:52 PM,Completed,130.83
UE-000387,08/02/2025 06:13 PM,Completed,32.97
UE-000388,08/02/2025 06:34 PM,Completed,105.02
UE-000389,08/02/2025 07:22 PM,Completed,93.1
UE-000390,08/02/2025 07:26 PM,Completed,43.88
UE-000391,08/02/2025 07:46 PM,Completed,71.31
UE-000392,08/02/2025 08:24 PM,Completed,71.68
UE-000393,08/03/2025 02:24 PM,Completed,31.48
UE-000394,08/03/2025 06:11 PM,Completed,26.31
UE-000395,08/03/2025 06:22 PM,Completed,112.33
UE-000396,08/03/2025 06:39 PM,Completed,110.73
UE-000397,08/03/2025 08:03 PM,Completed,64.12
UE-000398,08/03/2025 08:20 PM,Completed,135.56
UE-000399,08/03/2025 08:26 PM,Completed,240.98
UE-000400,08/03/2025 09:17 PM,Completed,131.98
UE-000401,08/04/2025 07:22 PM,Completed,154.54
UE-000402,08/04/2025 07:23 PM,Completed,86.45
UE-000403,08/04/2025 07:25 PM,Completed,131.16
UE-000404,08/04/2025 07:38 PM,Completed,56.3
UE-000405,08/05/2025 11:46 AM,Completed,89.44
UE-000406,08/05/2025 12:12 PM,Completed,82.83
UE-000407,08/05/2025 05:31 PM,Completed,64.09
UE-000408,08/05/2025 06:01 PM,Completed,35.11
UE-000409,08/05/2025 06:13 PM,Completed,63.01
UE-000410,08/05/2025 08:39 PM,Completed,97.67
UE-000411,08/05/2025 08:55 PM,Completed,138.03
UE-000412,08/06/2025 11:27 AM,Completed,48.92
UE-000413,08/06/2025 12:15 PM,Completed,37.91
UE-000414,08/06/2025 04:37 PM,Completed,106.27
UE-000415,08/06/2025 05:03 PM,Completed,33.01
UE-000416,08/06/2025 05:17 PM,Completed,108.08
UE-000417,08/06/2025 06:25 PM,Completed,55.19
UE-000418,08/06/2025 06:42 PM,Completed,63.89
UE-000419,08/06/2025 06:52 PM,Completed,39.9
UE-000420,08/06/2025 06:55 PM,Completed,169.5
UE-000421,08/06/2025 07:21 PM,Completed,59.0
UE-000422,08/06/2025 08:01 PM,Completed,34.97
UE-000423,08/06/2025 08:54 PM,Completed,143.71
UE-000424,08/06/2025 09:08 PM,Completed,73.7
UE-000425,08/07/2025 12:05 PM,Completed,109.76
UE-000426,08/07/2025 02:08 PM,Completed,40.38
UE-000427,08/07/2025 03:28 PM,Completed,63.74
UE-000428,08/07/2025 04:42 PM,Completed,48.24
UE-000429,08/07/2025 05:12 PM,Completed,34.52
UE-000430,08/07/2025 05:44 PM,Completed,25.0
UE-000431,08/07/2025 06:14 PM,Completed,49.22
UE-000432,08/07/2025 06:52 PM,Completed,80.64
UE-000433,08/07/2025 07:29 PM,Completed,76.1
UE-000434,08/07/2025 08:43 PM,Completed,99.26
UE-000435,08/08/2025 02:38 PM,Completed,63.28
UE-000436,08/08/2025 04:54 PM,Completed,25.0
UE-000437,08/08/2025 05:32 PM,Completed,64.39
UE-000438,08/08/2025 05:36 PM,Completed,27.08
UE-000439,08/08/2025 05:48 PM,Completed,189.33
UE-000440,08/08/2025 06:11 PM,Completed,25.0
UE-000441,08/08/2025 06:41 PM,Completed,50.31
UE-000442,08/08/2025 07:11 PM,Completed,90.29
UE-000443,08/08/2025 07:49 PM,Completed,26.46
UE-000444,08/08/2025 08:38 PM,Completed,118.99
UE-000445,08/08/2025 08:56 PM,Completed,25.63
UE-000446,08/08/2025 09:28 PM,Completed,25.0
UE-000447,08/08/2025 09:54 PM,Completed,98.61
UE-000448,08/09/2025 12:40 PM,Completed,34.85
UE-000449,08/09/2025 02:31 PM,Completed,102.37
UE-000450,08/09/2025 05:18 PM,Completed,36.34
UE-000451,08/09/2025 05:22 PM,Completed,25.0
UE-000452,08/09/2025 05:32 PM,Completed,37.44
UE-000453,08/09/2025 06:16 PM,Completed,33.94
UE-000454,08/09/2025 07:01 PM,Completed,140.43
UE-000455,08/09/2025 07:07 PM,Completed,56.84
UE-000456,08/09/2025 07:19 PM,Completed,61.11
UE-000457,08/09/2025 07:44 PM,Completed,80.46
UE-000458,08/09/2025 07:51 PM,Completed,131.82
UE-000459,08/09/2025 07:52 PM,Completed,76.12
UE-000460,08/09/2025 08:26 PM,Completed,77.09
UE-000461,08/09/2025 08:30 PM,Completed,129.57
UE-000462,08/09/2025 08:30 PM,Completed,25.0
UE-000463,08/09/2025 08:47 PM,Completed,27.7
UE-000464,08/09/2025 09:51 PM,Completed,63.77
UE-000465,08/09/2025 09:52 PM,Completed,129.44
UE-000466,08/10/2025 03:11 PM,Completed,39.33
UE-000467,08/10/2025 05:01 PM,Completed,26.91
UE-000468,08/10/2025 05:54 PM,Completed,28.2
UE-000469,08/10/2025 06:06 PM,Completed,51.9
UE-000470,08/10/2025 06:12 PM,Completed,68.21
UE-000471,08/10/2025 06:31 PM,Completed,35.78
UE-000472,08/10/2025 07:06 PM,Completed,40.06
UE-000473,08/10/2025 07:20 PM,Completed,69.7
UE-000474,08/10/2025 07:21 PM,Completed,90.31
UE-000475,08/11/2025 12:37 PM,Completed,75.61
UE-000476,08/11/2025 05:07 PM,Completed,84.21
UE-000477,08/11/2025 05:13 PM,Completed,356.73
UE-000478,08/11/2025 05:28 PM,Completed,104.1
UE-000479,08/11/2025 05:49 PM,Completed,67.28
UE-000480,08/11/2025 07:14 PM,Completed,25.0
UE-000481,08/11/2025 07:25 PM,Completed,34.55
UE-000482,08/11/2025 07:32 PM,Completed,65.19
UE-000483,08/11/2025 07:57 PM,Completed,72.78
UE-000484,08/11/2025 08:02 PM,Completed,73.61
UE-000485,08/11/2025 08:07 PM,Completed,120.11
UE-000486,08/11/2025 08:18 PM,Completed,81.18
UE-000487,08/11/2025 09:05 PM,Completed,74.34
UE-000488,08/11/2025 09:54 PM,Completed,41.53
UE-000489,08/12/2025 11:33 AM,Completed,29.63
UE-000490,08/12/2025 02:50 PM,Completed,328.55
UE-000491,08/12/2025 04:22 PM,Completed,112.29
UE-000492,08/12/2025 05:38 PM,Completed,65.74
UE-000493,08/12/2025 06:44 PM,Completed,41.65
UE-000494,08/12/2025 08:47 PM,Completed,56.9
UE-000495,08/12/2025 09:55 PM,Completed,34.71
UE-000496,08/13/2025 01:24 PM,Completed,32.4
UE-000497,08/13/2025 02:31 PM,Completed,43.35
